OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area,GEOID_Data,NUM_ATMS,NUM_BANKS,NUM_CHECK_CASH,NUM_POST,Total_Population,Total_Population_Error,Total_Poverty,Total_Poverty_Error,Median_Income,Median_Income_Error,area,is_poverty_tract,Bank_Intersection_bank_area,Overall_Intersection_overall_area
108,11,001,004100,11001004100,41,Census Tract 41,G5020,S,788961.0,23020.0,+38.9159337,-077.0516151,0.0390924002945,8.43342256716e-05,14000US11001004100,0,0,0,0,2759,225,158,80,123456,16979,814283.59172,0,693445,693445
109,11,001,009901,11001009901,99.01,Census Tract 99.01,G5020,S,2102151.0,0.0,+38.8753461,-076.9553332,0.0608768190777,0.000218212231725,14000US11001009901,0,1,0,0,2563,247,245,120,81134,7566,2108149.05775,0,1008058,1103309
110,11,001,000100,11001000100,1,Census Tract 1,G5020,S,1907610.0,512798.0,+38.9060174,-077.0601874,0.0912349455152,0.000251353919959,14000US11001000100,10,13,1,1,5188,405,188,165,175048,30804,2427279.09067,0,2198288,2246447
111,11,001,004901,11001004901,49.01,Census Tract 49.01,G5020,S,271887.0,0.0,+38.9113298,-077.0244762,0.0212737500904,2.82373374611e-05,14000US11001004901,1,0,0,0,2581,302,538,205,67104,12620,272654.022009,1,272654,272654
112,11,001,004300,11001004300,43,Census Tract 43,G5020,S,236694.0,0.0,+38.9168040,-077.0341511,0.0203703028983,2.45839756609e-05,14000US11001004300,2,4,0,0,3720,297,439,208,80000,11218,237369.912765,0,237370,237370
113,11,001,007901,11001007901,79.01,Census Tract 79.01,G5020,S,401370.0,0.0,+38.8965597,-076.9804312,0.0263454070079,4.16759467225e-05,14000US11001007901,0,0,1,0,3951,456,912,265,43854,7641,402516.335202,1,392474,395225
114,11,001,005900,11001005900,59,Census Tract 59,G5020,S,642060.0,0.0,+38.8959945,-077.0149469,0.0349314691369,6.66680090267e-05,14000US11001005900,5,2,2,1,2576,242,358,110,99330,13327,643889.257265,0,643889,643889
115,11,001,010100,11001010100,101,Census Tract 101,G5020,S,580133.0,0.0,+38.9026943,-077.0318400,0.0362132207908,6.02431868264e-05,14000US11001010100,21,17,1,1,2564,241,337,131,90625,7950,581783.933999,0,581784,581784
116,11,001,003900,11001003900,39,Census Tract 39,G5020,S,379810.0,10579.0,+38.9249705,-077.0439028,0.0351654926012,4.05524500756e-05,14000US11001003900,1,2,1,0,4484,358,441,213,89662,6982,391495.715331,0,391496,391496
118,11,001,001803,11001001803,18.03,Census Tract 18.03,G5020,S,1136289.0,31934.0,+38.9672267,-077.0419399,0.0481533668259,0.000121421216835,14000US11001001803,0,0,0,0,4042,348,512,281,52411,6117,1171508.93814,0,263421,330217
119,11,001,003301,11001003301,33.01,Census Tract 33.01,G5020,S,442119.0,0.0,+38.9204778,-077.0114293,0.0321201024162,4.59225458958e-05,14000US11001003301,0,0,0,0,3619,389,274,132,105132,22739,443372.468744,0,209349,341048
120,11,001,007406,11001007406,74.06,Census Tract 74.06,G5020,S,360152.0,0.0,+38.8555543,-076.9895582,0.0271875820431,3.73750430179e-05,14000US11001007406,0,0,0,0,3061,468,916,324,37344,13074,361182.906119,1,6063,6063
121,11,001,007605,11001007605,76.05,Census Tract 76.05,G5020,S,453791.0,0.0,+38.8660433,-076.9752566,0.039370645832,4.70995232476e-05,14000US11001007605,0,0,0,0,3603,411,1038,303,34761,9132,455108.660067,1,237612,332976
122,11,001,007603,11001007603,76.03,Census Tract 76.03,G5020,S,1226618.0,0.0,+38.8591090,-076.9585470,0.0525322130128,0.000127299569879,14000US11001007603,0,3,1,2,3950,501,819,500,48847,9463,1230128.41308,1,783362,1163417
123,11,001,007604,11001007604,76.04,Census Tract 76.04,G5020,S,1369578.0,0.0,+38.8660921,-076.9638007,0.0566633265413,0.000142149413582,14000US11001007604,0,0,5,0,3766,348,678,256,53462,8932,1373489.11847,0,1259215,1372057
124,11,001,005002,11001005002,50.02,Census Tract 50.02,G5020,S,233824.0,0.0,+38.9072785,-077.0293181,0.0224969073814,2.42825676972e-05,14000US11001005002,1,0,1,0,6051,487,791,318,81128,7714,234484.077115,0,234484,234484
125,11,001,008100,11001008100,81,Census Tract 81,G5020,S,290283.0,0.0,+38.8931710,-076.9925272,0.0228770716908,3.01398814605e-05,14000US11001008100,1,0,0,0,3202,240,56,57,129340,16972,291105.402099,0,209729,209729
126,11,001,008410,11001008410,84.10,Census Tract 84.10,G5020,S,219938.0,0.0,+38.9015543,-076.9911234,0.0255247863443,2.28388343547e-05,14000US11001008410,2,1,1,0,1341,177,114,60,107266,6298,220555.747126,0,220556,220556
127,11,001,008302,11001008302,83.02,Census Tract 83.02,G5020,S,260891.0,0.0,+38.8963061,-076.9966527,0.0228321453955,2.70897343767e-05,14000US11001008302,2,0,0,0,2267,126,148,62,120417,13732,261633.812497,0,257892,257892
128,11,001,008702,11001008702,87.02,Census Tract 87.02,G5020,S,469972.0,0.0,+38.9149406,-077.0014531,0.0361629753913,4.88118148122e-05,14000US11001008702,0,0,1,0,1930,250,489,134,48977,10905,471302.206953,1,471302,471302
129,11,001,008701,11001008701,87.01,Census Tract 87.01,G5020,S,382687.0,0.0,+38.9141018,-077.0062645,0.02642278894,3.97454144973e-05,14000US11001008701,0,0,1,0,2303,352,246,112,73611,15563,383770.361895,0,326917,343125
130,11,001,004701,11001004701,47.01,Census Tract 47.01,G5020,S,324650.0,0.0,+38.9041493,-077.0136509,0.0317503512633,3.37133478408e-05,14000US11001004701,2,2,0,0,4478,641,1059,389,24767,4423,325556.036723,1,325556,325556
131,11,001,008200,11001008200,82,Census Tract 82,G5020,S,338424.0,0.0,+38.8918309,-077.0006040,0.0319900134468,3.51377601207e-05,14000US11001008200,0,0,0,0,2690,247,204,158,102339,16335,339377.02786,0,339377,339377
132,11,001,010600,11001010600,106,Census Tract 106,G5020,S,1231590.0,0.0,+38.9033120,-077.0033103,0.0537245107526,0.000127893522478,14000US11001010600,10,4,1,2,5783,530,886,243,104688,14487,1235077.68107,0,1235078,1235078
133,11,001,008002,11001008002,80.02,Census Tract 80.02,G5020,S,579629.0,0.0,+38.8915424,-076.9827573,0.0425546157881,6.01813716892e-05,14000US11001008002,0,0,0,0,3537,238,256,156,110208,8592,581270.558491,0,21424,21446
134,11,001,007709,11001007709,77.09,Census Tract 77.09,G5020,S,838021.0,86864.0,+38.8800570,-076.9674933,0.0489153167168,9.60095612052e-05,14000US11001007709,0,0,1,0,2157,256,622,227,33372,5550,927522.586047,1,113520,675277
135,11,001,007803,11001007803,78.03,Census Tract 78.03,G5020,S,1007762.0,1639.0,+38.8962674,-076.9407751,0.0464836381338,0.000104810014537,14000US11001007803,0,1,2,0,3426,445,725,310,38074,10073,1012272.9469,1,862916,904339
136,11,001,007703,11001007703,77.03,Census Tract 77.03,G5020,S,1017266.0,1059.0,+38.8863224,-076.9474550,0.0486432320699,0.000105722306079,14000US11001007703,0,0,0,0,5267,785,2460,785,25588,4910,1021219.05521,1,586760,586760
137,11,001,007804,11001007804,78.04,Census Tract 78.04,G5020,S,839831.0,4303.0,+38.8942107,-076.9313427,0.0467091377591,8.76491296773e-05,14000US11001007804,0,0,0,0,2984,515,866,339,39732,11674,846537.082605,1,482774,482774
138,11,001,007707,11001007707,77.07,Census Tract 77.07,G5020,S,842852.0,0.0,+38.8779453,-076.9353432,0.0476660617619,8.74945824684e-05,14000US11001007707,0,0,0,0,4310,537,1213,569,49012,15267,845255.043331,1,,
139,11,001,008802,11001008802,88.02,Census Tract 88.02,G5020,S,468578.0,0.0,+38.9039498,-076.9866786,0.0300291943449,4.8659549606e-05,14000US11001008802,1,0,1,0,4588,473,1185,344,59000,9765,469908.176342,1,410284,469908
140,11,001,008903,11001008903,89.03,Census Tract 89.03,G5020,S,305651.0,0.0,+38.9041579,-076.9777180,0.0310205792487,3.1740499412e-05,14000US11001008903,1,0,1,0,3457,504,1131,383,37167,13299,306524.228468,1,292853,292853
141,11,001,008904,11001008904,89.04,Census Tract 89.04,G5020,S,449343.0,0.0,+38.9009808,-076.9748514,0.0336332414688,4.66602794569e-05,14000US11001008904,0,1,1,1,3046,372,747,241,27031,8336,450618.650102,1,424827,424827
142,11,001,008804,11001008804,88.04,Census Tract 88.04,G5020,S,778052.0,0.0,+38.9102408,-076.9812669,0.0399539434432,8.08043502878e-05,14000US11001008804,0,0,0,0,2416,310,730,233,39766,7099,780262.213776,1,163774,217061
143,11,001,008803,11001008803,88.03,Census Tract 88.03,G5020,S,1165234.0,0.0,+38.9104631,-076.9913346,0.0570185339532,0.000121015346365,14000US11001008803,2,1,1,1,1331,393,689,382,20313,9709,1168543.52089,1,726811,850284
144,11,001,009810,11001009810,98.10,Census Tract 98.10,G5020,S,398420.0,14058.0,+38.8260370,-077.0037886,0.0277344302796,4.27885690727e-05,14000US11001009810,0,1,0,0,2665,305,1076,381,29840,7960,413668.310455,1,413668,413668
145,11,001,010800,11001010800,108,Census Tract 108,G5020,S,661579.0,0.0,+38.8973521,-077.0446120,0.0356292212018,6.86958078549e-05,14000US11001010800,8,2,1,2,1398,296,533,193,35129,8877,663460.521458,1,663461,663461
146,11,001,011100,11001011100,111,Census Tract 111,G5020,S,5715826.0,365541.0,+38.9158612,-076.9681631,0.141847033901,0.000631627926774,14000US11001011100,2,1,2,2,5246,457,1086,533,68750,23168,6098601.63869,1,2007518,3072948
147,11,001,009000,11001009000,90,Census Tract 90,G5020,S,1430008.0,32262.0,+38.9244993,-076.9561695,0.0577014913784,0.000151889680274,14000US11001009000,0,0,0,0,3049,269,534,119,34157,10359,1466409.77007,0,10704,601565
148,11,001,009102,11001009102,91.02,Census Tract 91.02,G5020,S,1835339.0,453.0,+38.9169631,-076.9908188,0.0657272096441,0.000190677714044,14000US11001009102,2,3,1,1,5203,497,1461,496,45517,10007,1840995.18486,1,1359582,1419475
149,11,001,009811,11001009811,98.11,Census Tract 98.11,G5020,S,467504.0,0.0,+38.8266511,-076.9984594,0.0365712884512,4.84961737027e-05,14000US11001009811,0,0,1,1,5018,499,1648,410,28681,3541,468831.166154,1,344970,416555
150,11,001,001002,11001001002,10.02,Census Tract 10.02,G5020,S,889584.0,137.0,+38.9383001,-077.0781397,0.0398006776258,9.24377589598e-05,14000US11001001002,1,3,0,0,3497,456,990,320,82847,22103,892240.989245,1,892241,892241
151,11,001,001001,11001001001,10.01,Census Tract 10.01,G5020,S,2454383.0,0.0,+38.9489546,-077.0884650,0.0653199037842,0.000255035302396,14000US11001001001,1,5,1,0,7552,407,354,156,153992,8829,2461304.05307,0,2437032,2437032
152,11,001,007808,11001007808,78.08,Census Tract 78.08,G5020,S,937763.0,6812.0,+38.8922212,-076.9192026,0.0449940848582,9.80745656574e-05,14000US11001007808,0,0,0,0,4289,590,1266,485,35718,10709,947273.270253,1,,
153,11,001,007806,11001007806,78.06,Census Tract 78.06,G5020,S,688867.0,0.0,+38.9056043,-076.9326866,0.0446253258003,7.1537212442e-05,14000US11001007806,0,0,0,0,2074,280,547,206,29638,7914,690824.016432,1,,
154,11,001,007807,11001007807,78.07,Census Tract 78.07,G5020,S,522749.0,0.0,+38.8985783,-076.9210632,0.033969445634,5.42811286233e-05,14000US11001007807,0,0,1,0,2310,277,492,206,38289,13530,524231.646108,1,,
155,11,001,009302,11001009302,93.02,Census Tract 93.02,G5020,S,398354.0,0.0,+38.9251412,-076.9908482,0.028919211626,4.13793068783e-05,14000US11001009302,1,0,1,0,1053,143,74,43,62063,7311,399481.04509,0,389372,399481
156,11,001,009203,11001009203,92.03,Census Tract 92.03,G5020,S,581089.0,0.0,+38.9219735,-077.0054956,0.034898721681,6.03582606476e-05,14000US11001009203,0,0,0,0,2606,415,484,196,80250,39000,582733.064578,0,578097,578150
157,11,001,009301,11001009301,93.01,Census Tract 93.01,G5020,S,1097297.0,0.0,+38.9307514,-076.9864052,0.0474709007502,0.000113990911507,14000US11001009301,1,0,0,1,3204,360,254,99,77636,10717,1100394.79049,0,574863,1050444
158,11,001,009201,11001009201,92.01,Census Tract 92.01,G5020,S,640834.0,0.0,+38.9287750,-076.9989367,0.0347397070915,6.65705559203e-05,14000US11001009201,0,1,0,0,1887,166,397,136,52734,9360,642639.919557,1,631485,642640
159,11,001,001401,11001001401,14.01,Census Tract 14.01,G5020,S,788162.0,0.0,+38.9653037,-077.0706081,0.0415824101622,8.19164664696e-05,14000US11001001401,0,1,1,0,3369,237,250,150,112700,23365,790388.827653,0,790389,790389
160,11,001,001100,11001001100,11,Census Tract 11,G5020,S,1676582.0,0.0,+38.9572428,-077.0776732,0.0557804500656,0.00017423421059,14000US11001001100,3,9,0,1,4733,303,189,134,149265,31884,1681303.02887,0,1681303,1681303
161,11,001,001200,11001001200,12,Census Tract 12,G5020,S,1218245.0,0.0,+38.9462264,-077.0705239,0.0499654970998,0.000126583438538,14000US11001001200,0,2,0,0,4908,467,253,144,106667,19738,1221680.03575,0,1221680,1221680
162,11,001,009804,11001009804,98.04,Census Tract 98.04,G5020,S,518370.0,0.0,+38.8396609,-076.9978352,0.0376746035676,5.37823597332e-05,14000US11001009804,0,0,0,0,2778,283,965,277,35819,2534,519856.299796,1,2954,20634
163,11,001,001804,11001001804,18.04,Census Tract 18.04,G5020,S,601755.0,0.0,+38.9670945,-077.0304334,0.0333056113168,6.25438464647e-05,14000US11001001804,0,2,0,0,5568,738,913,369,46283,9860,603452.819142,0,601980,603453
164,11,001,001902,11001001902,19.02,Census Tract 19.02,G5020,S,877350.0,0.0,+38.9639299,-077.0156458,0.040323861442,9.11842061469e-05,14000US11001001902,0,0,2,0,2331,240,197,159,88291,10797,879824.631334,0,64226,710507
165,11,001,001901,11001001901,19.01,Census Tract 19.01,G5020,S,769306.0,0.0,+38.9646853,-077.0236327,0.0360253300159,7.99563197969e-05,14000US11001001901,0,0,3,1,3997,402,423,253,74344,10622,771475.237543,0,604517,693813
166,11,001,001702,11001001702,17.02,Census Tract 17.02,G5020,S,939294.0,0.0,+38.9717231,-077.0160682,0.0495384623416,9.76329943615e-05,14000US11001001702,0,0,0,1,3049,263,273,145,92543,16489,941925.488929,0,191538,540808
167,11,001,010300,11001010300,103,Census Tract 103,G5020,S,1084530.0,61.0,+38.9756846,-077.0301328,0.055120944407,0.000112742474175,14000US11001010300,0,1,1,1,3163,373,682,330,60911,9576,1087621.26967,1,962116,1087532
168,11,001,005800,11001005800,58,Census Tract 58,G5020,S,914535.0,0.0,+38.8978616,-077.0250305,0.0434744454963,9.49619512584e-05,14000US11001005800,16,29,2,1,2781,315,455,257,124306,17771,917133.528552,0,917134,917134
169,11,001,005001,11001005001,50.01,Census Tract 50.01,G5020,S,204438.0,0.0,+38.9119217,-077.0295174,0.0214005099013,2.123207783e-05,14000US11001005001,0,0,0,0,2111,250,175,150,133686,16235,205016.041775,0,205016,205016
170,11,001,009807,11001009807,98.07,Census Tract 98.07,G5020,S,1037014.0,0.0,+38.8292038,-077.0117577,0.049294389307,0.000107577735503,14000US11001009807,0,0,1,0,2956,349,992,375,43657,7290,1039994.38877,1,866100,1034033
171,11,001,009802,11001009802,98.02,Census Tract 98.02,G5020,S,200745.0,0.0,+38.8307312,-076.9965578,0.0230074199425,2.08253465532e-05,14000US11001009802,0,0,0,0,1646,221,816,205,26932,9270,201326.519384,1,59456,60332
172,11,001,009803,11001009803,98.03,Census Tract 98.03,G5020,S,531058.0,0.0,+38.8358693,-077.0040833,0.0313481677058,5.50958763857e-05,14000US11001009803,0,0,0,0,2733,375,1237,348,20772,9627,532582.679866,1,316861,328376
173,11,001,002101,11001002101,21.01,Census Tract 21.01,G5020,S,600991.0,0.0,+38.9559119,-077.0241312,0.0321421820972,6.24552189085e-05,14000US11001002101,2,0,2,0,5859,671,875,556,57565,8335,602686.466763,0,284969,307944
174,11,001,002002,11001002002,20.02,Census Tract 20.02,G5020,S,849377.0,0.0,+38.9525009,-077.0310824,0.0426671017477,8.82631219815e-05,14000US11001002002,0,1,0,0,3891,536,516,251,80703,13198,851776.053885,0,673262,687030
175,11,001,002900,11001002900,29,Census Tract 29,G5020,S,300647.0,0.0,+38.9338479,-077.0299131,0.0238437912452,3.12338648927e-05,14000US11001002900,1,1,2,0,4553,386,341,157,92900,16205,301498.205682,0,301498,301498
176,11,001,003100,11001003100,31,Census Tract 31,G5020,S,296909.0,0.0,+38.9306187,-077.0254232,0.0249196520749,3.08442278876e-05,14000US11001003100,1,1,3,0,3350,406,355,252,81356,13121,297750.831852,0,297751,297751
177,11,001,003500,11001003500,35,Census Tract 35,G5020,S,381868.0,0.0,+38.9223787,-077.0243413,0.0286682800472,3.96654182562e-05,14000US11001003500,0,0,0,0,3048,455,641,266,69190,19123,382950.792209,1,341316,382951
178,11,001,003200,11001003200,32,Census Tract 32,G5020,S,445441.0,0.0,+38.9322648,-077.0211710,0.0299981319215,4.62750757092e-05,14000US11001003200,0,0,0,1,4983,546,813,360,80848,18394,446700.014548,0,446700,446700
179,11,001,003400,11001003400,34,Census Tract 34,G5020,S,917526.0,159593.0,+38.9221781,-077.0175890,0.0477213747405,0.00011188095002,14000US11001003400,2,0,0,1,2784,360,524,217,80500,21951,1080168.73836,0,620917,1074707
